durofel_inf_65,durofel_65_70,durofel_sup_75,durofel_70_75,color_rojo,color_rojo_caoba,color_caoba,color_negro,color_caoba_oscuro,brix_rojo,brix_caoba_oscuro,brix_caoba,brix_negro,Temperatura_Ambiente,Temperatura_Pulpa,Variety
3,3,85,9,0,0,3,3,94,0,24.7,23.6,0,30.6,19.2,15
12,15,50,24,0,0,12,18,70,0,25.3,24.6,0,30,24.5,15
3,12,50,26,0,9,82,0,9,0,20.6,19.9,0,25.8,20,18
3,12,56,29,0,9,88,0,3,0,0,22.1,0,28.5,23,18
0,3,91,6,0,0,71,0,29,0,23.3,22.4,0,28.5,23.5,16
0,3,85,12,0,0,41,0,59,0,23,19.2,0,22.4,17,16
5.8,20.5,50.2,23.5,0,15.5,74.5,0,10,0,0,21.4,0,24,17,14
0,3,82,15,29,49,22,0,0,0,0,22.5,0,25.5,20.6,14
0,6,79,15,9,53,38,0,0,0,0,18.9,0,28.2,20.1,14
0,0,79,21,0,18,76,0,6,0,0,22.6,0,24.3,21,18
0,3,76,21,0,15,75,0,10,0,0,23.8,0,29.8,23.5,18
0,0,76,24,0,9,88,0,3,0,0,22,0,26.5,20,18
2.9,17.6,56,23.5,0,16.4,75.1,0,8.5,0,0,21.2,0,22.5,16.5,5
0,3,85,12,18,27,49,0,6,0,0,20.5,0,26.5,20.4,5
0,0,85,15,0,21,68,0,11,0,0,21.1,0,24.9,19,5
0,3,79,18,0,0,35,0,65,0,21.9,18.6,0,30,20,5
10.7,10.7,42.9,35.7,1.8,22.8,71.9,0,3.5,0,0,18.2,0,29.4,23,1
0,0,71,29,8,46,46,0,0,0,0,23.9,0,28,19,1
0,0,81,19,10,47,42,0,1,0,0,19.7,0,30,24,1
10.7,17.9,35.7,35.7,0,14.9,78.4,0,6.7,0,0,20.4,0,25,18.5,1
20,25,19.3,35.7,1.2,14.3,65.6,0,18.9,0,0,20.3,0,30,27.7,1
3.6,3.6,85.7,7.1,0,18,78.7,0,3.3,0,0,21.4,0,17.2,14,1
7.1,21.4,35.8,35.7,0,4.4,70.8,0,24.8,0,20.9,17.2,0,18.3,15.9,3
3.6,14.3,42.8,39.3,0,8.7,61.6,0,29.7,0,21.9,20.6,0,19.5,18,3
3.5,3.5,46.6,46.4,0,15.7,78.5,0,5.8,0,0,18.9,0,27,20,3
10.7,21.4,32.2,35.7,0,0,0,70.4,29.6,0,20.3,0,22.5,25.3,16,3
4,0,75,21,0,0,8.6,10.8,80.6,0,18.4,0,21,26,15,3
0,9,73,18,19,41,37,0,3,0,0,22.8,0,28.2,20,5
0,0,76,24,3,29,68,0,0,0,0,22,0,28,23,5
0,6,56,38,0,24,73,0,3,0,0,17.5,0,26.3,19,5
15,15,46,24,0,15,85,0,0,0,0,21.3,0,27.7,21.4,5
0,15,56,29,0,15,75,0,10,0,0,21,0,24.9,17.4,5
0,9,79,12,0,3,79,0,18,0,22.1,20.7,0,18.1,2683,5
3,9,76,12,0,0,60,0,40,0,21.8,20.3,0,26.3,18.6,5
0,3,82,15,0,12,62,0,26,0,21.7,18,0,26.3,18.1,5
0,3,88,9,0,3,57,0,40,0,22.1,19,0,25.9,19.6,5
0,3,85,12,0,0,60,0,40,0,20.7,19.4,0,24.4,19.3,5
3,6,82,9,0,26,54,0,20,0,0,21.1,0,27.3,20,5
3,3,62,32,0,0,42,0,58,0,21.9,20.1,0,27.1,21,5
0,3,74,24,0,15,59,0,26,0,22.1,20,0,26.8,17.6,5
3,9,59,29,0,0,26,9,65,0,21,20.9,0,28,18.6,5
12,21,41,26,0,0,20,3,77,0,20.5,16.8,0,28.1,21,5
7.1,7.1,57.2,28.6,0,16.3,80.7,0,3,0,0,20.9,0,19.2,13.5,3
10,17.9,53.5,18.6,1.3,15.9,73.8,0,9,0,0,20.7,0,20,18,3
17.9,25,32.1,25,0,15.9,74.1,0,10,0,0,20.7,0,16.8,13.3,3
0,13.7,62.2,24.1,2.7,19.4,71,0,6.9,0,0,21.6,0,22.4,14.5,3
0,7.1,75.1,17.8,0,7.8,85.4,0,6.8,0,0,21.2,0,20.1,15,3
3.6,7.1,75,14.3,0,3,67,0,30,0,21.3,16.6,0,26.5,21,3
10.7,10.7,57.2,21.4,0,18.5,61.5,0,20,0,21.4,17.3,0,28.4,21,3
8.8,11.7,41.3,38.2,0,0,0,21.8,78.2,0,21.1,0,23.8,24.1,17.9,3
4,7,86,4,0,7.5,78,0,14.5,0,26.4,22.7,0,18.8,18,13
0,3.6,75,21.4,0,12,74,0,14,0,24.3,22.8,0,28,22,13
4,14,61,21,0,8.1,63.4,0,28.5,0,23.2,22.5,0,23,17,13
6,12,71,12,0,19,54,0,27,0,24.8,21.3,0,29.3,24,13
5.8,17.6,41.1,35.5,0,9,65.8,0,25.2,0,24.4,22.2,0,22.3,18.4,13
0,15,56,29,0,3,68,3,26,0,25.2,20.4,0,27,20,13
2.9,11.8,67.7,11.8,0,9.7,69.7,0,20.6,0,24.8,19.8,0,22.4,16,13
3,7,72,18,0,0,44,6,50,0,26.6,18.9,0,26,22.6,13
0,3,91,6,6,6,47,12,29,0,23.6,20.4,0,21,14,13
0,6,76,18,0,12,55,12,21,0,24.4,21.7,0,24.1,15,13
0,12.1,69.8,18.1,0,4.5,68.2,2.1,25.2,0,26.6,24.8,0,20.4,14.2,13
0,3,71,26,0,0,56,15,29,0,27.4,23.9,0,28,23,13
0,3,71,26,0,18,52,12,18,0,0,23.2,0,27.5,22.8,13
0,3,79,18,0,0,35,12,53,0,29.2,25.2,0,18,16.5,13
13.7,15.7,41.2,29.4,0,8.2,77.1,0,14.7,0,0,21.1,0,19,16.3,5
0,9,74,18,19,41,31,0,9,0,0,23.6,0,28,23,5
3,6,79,12,0,9,43,16,32,0,25.7,22.7,0,25,17,13
0,14.7,64.8,20.5,0,11.3,68.9,0,19.8,0,26.8,18.6,0,23.5,18,13
2.9,11.7,61.9,23.5,0,12,61.5,0,26.5,0,0,21.1,0,23,18,5
0,3.6,82.1,14.3,0,15.6,68.8,0,15.6,0,0,21.8,0,26,16,14
0,0,94,6,9,32,56,0,3,0,0,23.8,0,26,20,14
3,3,76,18,6,18,73,0,3,0,0,21.5,0,25,17.2,14
5.8,8.8,73.7,11.7,0,3.1,86.9,0,10,0,23.9,20.1,0,24.1,20,14
0,3,85,12,0,0,0,29,71,0,20.7,0,24.4,24.6,18,2
6,15,47,32,0,0,19,0,81,0,24.1,20.1,0,26,16,2
0,3.5,89.4,7.1,0,18.4,65.7,0,15.9,0,0,24.2,0,17.6,15.3,1
0,7.4,74.1,18.5,0,19.2,62.9,0,17.9,0,0,21.8,0,20,19,1
3,12,47,38,0,0,15,6,79,0,22.7,21.9,0,30,20,16
15,24,35,26,0,0,3,11,86,0,18.3,0,21.6,20,17.5,16
15,21,44,21,0,0,18,3,79,0,21,20.4,0,21.7,19.8,16
18,18,35,29,0,0,9,9,82,0,21.2,18.9,0,24.6,16.4,16
0,3,76,21,0,18,73,0,9,0,0,23.2,0,27.1,21,13
0,15,65,21,0,12,73,0,15,0,23.3,21.7,0,23.8,20.3,5
0,3,82,15,0,18,64,0,18,0,23.3,21.7,0,27.5,19.4,5
0,21,55,24,0,18,64,0,18,0,23.4,19.1,0,27.5,21.1,13
0,12,68,21,0,6,68,0,26,0,25.1,20.9,0,26,14,13
0,3,91,6,0,0,9,47,44,0,22.5,0,23.9,29.3,21.4,2
6,9,73,12,0,0,0,72,28,0,22.3,0,26.4,29.3,17.5,2
0,6,82,12,16,39,45,0,0,0,0,22.2,0,25.1,15,5
3,6,67,24,0,12,82,0,6,0,0,22.8,0,25.7,19,5
3,3,79,15,0,47,53,0,0,0,0,21.8,0,26.2,16,5
3,12,68,18,0,15,82,0,3,0,0,22.3,0,27,19.2,5
6,9,70,15,0,0,45,0,55,0,20.4,19.8,0,27.8,19.6,5
4,12,53,29,0,0,61,0,39,0,22.6,20.6,0,26.8,17.5,5
0,15,44,41,0,0,29,9,62,0,22.2,18.7,0,27.9,20,5
0,3,88,9,0,0,21,17,62,0,26,23.1,0,30,18,15
6,9,59,26,0,0,6,18,76,0,23.9,0,26.2,30.3,18,15
0,7.1,78.6,14.3,0,4,84,0,12,0,21.3,18.5,0,22,22.3,3
3.5,3.5,68,25,0,12.6,70.3,0,17.1,0,21.3,17.8,0,27.3,20,3
0,6,82,12,0,30,30,17,23,0,0,23.3,0,28.5,24.8,3
0,0,94,6,9,26,39,3,23,0,0,23.9,0,27,21.1,3
0,3,82,15,0,0,90,0,10,0,25,24.4,0,27.8,17.6,18
0,3,91,6,0,15,79,0,6,0,0,21.3,0,26.6,19.8,18
3,6,82,9,0,0,79,0,21,0,22.6,17.6,0,29.6,21,18
0,3,85,12,0,12,85,0,3,0,0,23,0,29,18.8,18
0,3,69,28,0,6,56,14,24,0,23.4,19.6,0,25.7,19.7,6
3,3,79,15,0,0,15,9,76,0,28.2,26.6,0,24,19,13
0,3,79,18,0,0,44,0,56,0,24.3,22.1,0,26.4,18.6,13
3,3,68,26,0,0,18,9,73,0,27.4,26.7,0,27,23.1,13
6,9,70,15,0,0,9,18,73,0,23.4,0,24.5,28.3,19.4,13
3,15,56,26,0,3,35,18,44,0,27.5,26.7,0,30,19.8,13
3,21,55,21,0,0,3,35,62,0,22.8,0,26.8,27.5,21.4,13
3,9,73,15,0,0,3,33,64,0,20.9,0,24.8,27.2,19,13
0,6,85,9,0,0,41,12,47,0,25.6,20.6,0,28.5,20.5,13
6,12,70,15,0,0,9,44,47,0,23.7,0,26.7,28.5,20.2,13
3,12,62,23,0,3,12,21,64,0,23.5,0,26.8,24.8,19,13
3,9,64,24,0,0,47,3,50,0,22.3,21.1,0,30.3,24,5
3,3,56,38,0,0,21,3,76,0,21.1,19.8,0,28.8,23.8,5
0,3,65,32,0,0,41,6,53,0,21.7,19.8,0,18.1,16,5
3,3,74,21,0,21,47,6,26,0,21.4,20.5,0,21.5,18.2,5
6,15,50,29,0,0,18,3,79,0,22,21.5,0,21.9,19.1,5
3,9,47,41,0,0,12,18,70,0,21.1,18.9,0,28,18.6,5
3,18,41,38,0,0,29,3,68,0,0,0,0,28.7,25,5
6,12,59,24,0,0,24,18,58,0,23,22.3,0,31,20,5
3,12,70,15,0,0,46,3,51,0,23.9,22.9,0,24.8,19.3,5
0,3,91,6,0,9,81,0,10,0,20,19.3,0,26,17,5
3,6,79,12,0,38,50,3,9,0,0,21.2,0,29.9,18.6,5
3,15,61,21,0,0,56,0,44,0,20.9,19.1,0,29.4,20.8,5
6,12,67,15,0,3,50,3,44,0,22,20.4,0,28.3,20,5
0,7,79,14,0,21,48,7,24,0,20.5,19.1,0,30,20,5
9,12,44,35,0,0,35,9,56,0,20.2,19,0,29.5,18.9,5
3,21,41,35,0,0,44,0,56,0,23.1,20.9,0,30.2,19.1,5
3,9,73,15,0,0,55,6,39,0,22.2,21.1,0,30,20.8,5
3,15,56,26,0,3,35,3,59,0,22.2,19.9,0,30,20.4,5
6,18,41,35,0,0,24,15,62,0,22.1,21.4,0,30.5,18.5,5
0,3,73,24,0,0,56,0,44,0,22.8,21.5,0,25.2,18.9,5
9,9,44,38,0,6,84,0,10,0,23.6,19.5,0,29.5,21.1,5
0,6,57,37,0,18,79,0,3,0,0,22.7,0,27.63,20.3,5
0,6,76,18,0,0,62,0,38,0,22.2,20.5,0,24.4,16.3,5
0,3,62,36,0,0,82,0,18,0,24.2,21.3,0,27,21,5
6,12,58,24,0,0,41,0,59,0,22.2,19.7,0,23.7,16.4,15
9,9,56,26,0,3,38,0,59,0,22.2,20.2,0,29.7,17.5,15
9,18,52,21,0,0,26,6,68,0,19.9,17.9,0,31,19,15
3,9,68,21,0,0,26,0,74,0,24.2,22.7,0,29,22,15
0,3,82,15,15,68,17,0,0,0,0,22.6,0,29,22,5
3,21,50,26,0,33,67,0,0,0,0,21.7,0,25.9,20.1,5
0,18,47,25,6,32,62,0,0,0,0,22,0,27.9,19,5
12,24,35,29,0,41,59,0,0,0,0,20,0,27.2,19.3,5
12,26,32,29,0,15,65,0,20,0,21.9,18.8,0,25.5,20,5
3.6,14.3,60.7,21.4,0,3.4,76.6,0,20,0,22.2,20.6,0,19,17,3
0,3.5,60.8,35.7,0,15,85,0,0,0,0,22.1,0,22.5,18.2,3
0,3.6,67.8,28.6,0,9.8,71.2,0,19,0,0,22.1,0,25,18,3
3.6,3.6,67.8,25,0,10.1,75.3,0,14.6,0,24.6,21.8,0,26,18,13
0,10.7,75,14.2,0,12.6,80.5,1.6,5.3,0,0,26,0,27.2,24,13
0,14.2,64.4,21.4,0,16.5,71.3,0,12.2,0,0,25.3,0,20.9,15.9,13
0,0,71,29,0,7.5,71.5,0,21,0,28.4,21.1,0,23.3,19,13
3.5,14.2,57.3,25,0,7.2,75.6,0,17.2,0,21.7,19.8,0,28.7,22,13
0,3,85,12,0,26,65,0,9,0,0,23.6,0,28,19,13
0,16,66,18,6,12,45,3,34,0,27.4,18.6,0,28.5,21,13
0,3,84,13,0,6,88,0,6,0,27.9,20.3,0,27.7,21.8,13
0,12,68,21,0,0,6,9,85,0,25.9,0,28.2,28.3,19.4,13
6,6,50,38,0,0,9,3,88,0,29.9,23.7,0,27,21,13
0,10.7,60.7,28.6,0,19,69.5,0,11.5,0,0,22.1,0,27,24,9
0,7.1,75,17.9,0,0,82,0,18,0,22.3,18.6,0,23.4,19.2,9
0,6,82,12,0,0,0,70,30,0,23.8,0,26.4,26.8,19,2
4,0,86,11,9,35,56,0,0,0,0,19.6,0,28.3,22.7,5
7.1,7.1,71.6,14.2,0,9.5,80.5,0,10,0,20.5,19.8,0,28,15,5
0,3,76,21,0,24,66,0,10,0,0,21.9,0,26,17.3,5
0,6,82,12,13,19,65,0,3,0,0,23.1,0,28,21,5
0,3,82,15,0,35,65,0,0,0,0,22.5,0,27.8,21,5
3,6,59,32,0,6,76,0,18,0,21.8,19.8,0,28.3,19,5
3,9,76,12,0,9,53,0,38,0,22.3,21.7,0,26.2,19.5,5
9,17,45,29,0,0,26,6,68,0,24.9,21.7,0,27.5,20.8,5
0,9,50,41,0,0,21,7,72,0,23.3,20.8,0,28.1,21,5
3,6,64,27,0,0,15,10,75,0,24.1,20.5,0,28,20,15
3,3,85,9,0,0,18,0,82,0,23.1,22.5,0,27.8,19.8,15
3.6,3.6,64.2,28.6,0,18,72,0,10,0,0,20.8,0,20,17,3
7.1,14.3,50,28.6,1.3,59.6,39.1,0,0,0,0,21.1,0,28,17.1,14
3.6,3.6,82.1,10.7,4,10.5,85.5,0,0,0,0,22.5,0,28,22,14
0,3.6,78.5,17.9,0,41,49,0,10,0,0,18.5,0,24.6,18,14
7.1,14.3,46.5,32.1,0,17,83,0,0,0,0,21.7,0,23.5,20.9,14
0,7.1,71.5,21.4,0,5.8,84.2,0,10,0,22.5,20.2,0,27.1,17.5,14
7.1,14.2,64.5,14.2,0,8.4,87.4,0,4.2,0,0,21.2,0,24.8,15,14
0,0,89.3,10.7,0,13.2,72.1,0,14.7,0,0,25.5,0,28,21.2,11
7.1,10.7,64.3,17.9,0,35,65,0,0,0,0,21.4,0,26,21,11
3.6,14.3,67.9,14.3,9,9,60,0,22,0,25.9,17.8,0,26,19,11
3.6,18.9,52.5,25,0,0,3.9,20,76.1,0,17.5,0,24.7,28.5,20,11
8,13,47,32,0,5.7,74.3,0,20,0,0,21.4,0,23,15,5
9,15,47,29,6,12,65,2,15,0,21,19.3,0,25.5,16,5
12,24,35,29,19,23,48,3,7,0,0,20.9,0,28.7,22,5
0,12,76,12,0,27,64,0,9,0,0,23.8,0,21.8,14.5,5
6,19,42,32,6,15,73,0,6,0,0,22.2,0,27.5,24.4,5
14.3,28.6,25,32.1,0,9.3,72.9,0,17.8,0,22.3,20,0,27,21,5
6,16,46,32,0,19,78,0,3,0,0,21.1,0,21.2,14.3,5
6,18,50,26,0,24,66,0,10,0,0,21.6,0,24.5,16,5
0,15,53,32,0,27,73,0,0,0,0,21,0,27.2,22.3,5
3,26,38,32,0,41,56,0,3,0,0,20.1,0,27.4,19.4,5
3,12,53,32,0,35,65,0,0,0,0,21.4,0,27.8,20.6,5
19,21,36,24,0,24,67,3,6,0,0,23.1,0,22,13.8,5
9,12,56,24,0,31,63,3,3,0,0,22.5,0,23.5,17.6,5
3,15,53,29,0,47,53,0,0,0,0,21.5,0,27.5,19.4,5
15,18,41,26,0,12,88,0,0,0,0,22.9,0,27.7,21.9,5
3,9,62,26,0,32,59,3,6,0,0,20.9,0,23.4,14.6,5
17,24,25,34,0,21,69,0,10,0,0,21.3,0,24,18.6,5
9,24,38,29,0,0,40,7,53,0,22.9,21.4,0,27.8,23.6,5
9,18,48,25,0,0,29,0,71,0,20.8,19.1,0,25.5,18,5
12,15,44,29,0,26,48,0,26,0,0,20.8,0,18.5,15.8,5
3,21,47,29,0,24,70,0,6,0,0,20.8,0,24,17,18
3,18,50,29,0,40,44,4,12,0,21.6,18.1,0,28.8,22,18
9,21,38,32,0,21,70,3,6,0,0,20.2,0,27.5,22.1,18
0,18,50,32,0,3,76,0,21,0,27.4,20.6,0,27.3,22,13
0,19,46,35,0,18,76,0,6,0,0,25.4,0,27,23.3,13
0,12,71,18,0,26,71,0,3,0,0,26.3,0,27.7,19.8,13
3,18,47,32,0,6,73,0,21,0,21.7,20.1,0,28,23,13
6,9,74,12,0,0,59,0,41,0,27.5,24.4,0,24.7,19,13
0,3,85,12,0,12,62,0,26,0,24.7,21.4,0,24.7,19,13
0,3,91,6,0,18,58,3,21,0,24.9,22.3,0,22,18,13
3,18,62,18,0,3,58,0,39,0,27.5,23.1,0,0,27.6,13
6,12,67,15,0,8,54,0,38,0,24.8,19.4,0,29.2,18.6,13
6,9,76,9,0,6,59,0,35,0,23,19.9,0,28.9,19.4,13
3,7,78,12,0,3,60,2,35,0,25.6,23.2,0,28.4,19.1,13
12,26,32,29,0,0,85,0,15,0,25.1,22.2,0,30.4,24.8,13
0,0,85,15,0,0,0,56,44,0,23.1,0,24.5,18.5,14.8,2
0,0,87,13,0,0,0,71,29,0,20.7,0,23.7,27.2,19.2,2
0,0,79,21,0,0,0,53,47,0,20.5,0,24.3,28.1,19,2
12,19,41,28,0,0,0,85,15,0,19.6,0,23.2,30,20.6,2
3,9,52,36,0,0,0,41,59,0,22.4,0,25.7,29.4,23,2
0,3,91,6,0,0,0,68,32,0,20.9,0,23.9,31.9,20,2
0,3,82,15,0,0,9,65,26,0,20.9,0,21.9,30.3,23.6,2
0,3,85,12,0,0,0,82,18,0,21.2,0,27.2,23.5,19,2
0,6,76,18,0,0,0,81,19,0,20.7,0,22.6,24.3,21.6,2
0,6,85,9,0,0,0,84,16,0,24,0,25.2,24.5,18,2
3,3,79,15,0,0,0,81,19,0,24.8,0,25,19.8,3,2
3,6,82,9,0,0,0,82,18,0,22.3,0,25,19.9,3,2
3,9,74,15,0,0,0,87,13,0,23.7,0,25.1,23.9,15.3,2
12,21,41,26,0,0,0,82,18,0,24.8,0,26.8,27,21.3,2
3,3,85,9,0,0,0,81,19,0,25.3,0,26,27,20.3,2
3,15,65,18,0,0,0,94,6,0,25,0,28.1,27.6,19,2
0,3,71,26,0,0,0,94,6,0,21.8,0,26,30,19,2
9,21,44,26,0,18,76,0,6,0,0,19.8,0,29.2,26.5,5
9,21,35,35,0,12,70,0,18,0,21.2,18.4,0,26.2,20.8,5
6,11,61,22,0,12,79,0,9,0,0,23.2,0,28.4,22.8,5
6,9,53,32,0,18,72,0,10,0,0,21.1,0,27.9,20,5
3,12,68,18,0,26,64,0,10,0,0,20.3,0,27.5,21.3,5
32,26,18,24,0,0,12,9,79,0,25,22.2,0,24.7,18.2,15
0,3,91,6,0,0,71,0,29,0,24.3,21.9,0,19.3,3,15
10,26,34,30,0,0,12,6,82,0,25,24.8,0,27.5,18.7,15
14,21,44,21,0,0,4,20,76,0,23.2,0,24.8,29.4,19.2,15
5,20,51,24,0,0,29,3,68,0,25.5,25.4,0,28.5,18,15
6,12,62,21,0,0,29,6,65,0,25.8,22.4,0,29.5,22.2,15
6,9,62,24,0,0,44,0,56,0,25.5,22.4,0,26.8,19.2,15
12,15,50,24,0,0,6,15,79,0,22,0,26.4,26.5,18,15
12,12,50,26,0,0,12,29,59,0,25.7,23.5,0,29.1,18.2,15
6,12,59,24,0,0,24,18,58,0,27.7,24.5,0,30,20,15
3,5,82,10,0,0,9,6,85,0,25.2,20.4,0,28,18,15
3,3,84,10,0,0,6,3,91,0,24.7,22.4,0,28.2,17.8,15
3,5,85,7,0,0,6,3,91,0,23.1,22.2,0,31.9,21.6,15
3,9,73,15,0,0,3,0,97,0,22.2,19.8,0,32.5,22.7,15
15,24,32,29,0,0,18,6,76,0,26,23.9,0,30,19.8,15
0,3,76,21,0,3,67,0,30,0,24.2,23.7,0,30,20,15
18,21,38,24,0,0,3,18,79,0,25.5,0,26.9,30.5,17.2,15
16,21,35,28,0,0,12,6,82,0,25.8,24.5,0,30,18,15
3,9,70,18,0,0,24,3,73,0,25.9,22.7,0,30,23,15
3,9,79,9,0,0,29,6,65,0,24.1,21.5,0,30.1,19.9,15
0,3,91,6,0,0,26,3,71,0,21.4,19.4,0,24.9,16.8,15
3,6,79,12,0,0,18,0,82,0,23,19.2,0,30,18,15
9,15,44,32,0,0,16,3,81,0,22,20.6,0,31,20.4,15
5,7,62,26,0,0,29,0,71,0,21.8,20.8,0,28.6,23.9,15
32,29,15,24,0,0,32,3,65,0,26.4,22.2,0,30.9,21.6,15
9,9,65,18,18,73,9,0,0,17.4,0,0,0,27.6,18,18
0,3,81,16,0,29,71,0,0,0,0,19.3,0,28,18,18
3,3,71,24,0,39,51,0,10,0,0,21.7,0,28.5,19.1,18
0,3,65,32,0,26,71,0,3,0,0,22.3,0,29,20.1,18
0,9,56,35,0,47,53,0,0,0,0,22.1,0,18.5,16,18
0,3,71,26,0,41,56,0,3,0,0,20.3,0,21.8,18,18
3,6,65,26,0,41,59,0,0,0,0,19.7,0,21.1,19.2,18
3,6,65,26,0,26,74,0,0,0,0,20.5,0,26.9,18.4,18
0,12,70,18,0,26,74,0,0,0,0,21.5,0,28.1,18.4,18
0,3,71,26,0,18,76,0,6,0,0,22.1,0,29.5,21.4,18
9,15,47,29,0,15,85,0,0,0,0,18.2,0,29,23,18
9,17,44,29,0,18,76,0,6,0,0,21.8,0,29.2,19,18
3,6,82,9,0,0,21,0,79,0,21.7,18.1,0,31.6,21,18
0,3,73,24,0,9,76,0,15,0,21.1,20,0,23.5,18.6,18
3,12,53,32,0,3,53,0,44,0,21.2,20.2,0,24.6,18,18
0,3,85,12,0,0,24,0,76,0,26.3,21.9,0,30,20.5,16
3,6,65,26,0,0,29,3,68,0,24.6,21.6,0,29.6,23.5,16
7,7,68,18,0,13.4,76.8,0,9.8,0,0,20.6,0,24,21,14
3.5,21.4,53.7,21.4,0,16,74,0,10,0,21.7,18.5,0,29.5,25.5,14
0,6,79,15,3,59,38,0,0,0,0,19,0,30.9,22,14
0,9,73,18,7,33,60,0,0,0,0,21.9,0,28,20,14
6,12,58,24,16,39,45,0,0,0,0,22.2,0,25,15,14
0,21,55,24,12,58,30,0,0,0,0,23,0,28.2,20.4,14
3,15,47,35,0,38,62,0,0,0,0,20.8,0,27.2,21,14
3,6,71,21,0,15,79,3,3,0,0,25.3,0,27.7,20.1,11
6,9,67,18,0,13,56,0,31,0,0,27.3,0,28.9,20,13
0,3,71,26,0,53,44,0,3,0,0,25,0,28,21,13
0,3,85,12,0,35,65,0,0,0,0,23.1,0,25.8,18,13
0,0,79,21,0,29,68,0,3,0,0,25,0,27,20.8,13
0,0,75,25,3,26,68,0,3,0,0,23.6,0,26.8,17.6,13
0,15,70,15,0,24,67,3,6,0,0,25,0,0,26,13
0,3,78,19,0,24,73,0,3,0,0,23.3,0,23.2,13.4,13
0,3,81,6,0,3,88,0,9,0,26.1,20.9,0,26.8,19,13
0,3,91,6,0,0,56,15,29,0,27.1,21.7,0,26.8,17.6,2
0,3,91,6,0,0,21,21,58,0,26.9,23.1,0,25.9,18.4,2
0,3,91,6,0,0,3,36,61,0,22.2,0,27.5,26.3,13.6,2
0,3,73,24,0,0,0,82,18,0,21.6,0,23.5,26.8,19,2
0,2.9,85.4,11.7,0,0,12,4.4,83.6,0,27,21.6,0,24,17.6,2
0,3,91,6,0,0,3,71,26,0,19.9,0,23.3,25.6,20,2
3,6,85,6,0,0,3,82,15,0,22.5,0,25.8,24,20,2
3,9,76,12,0,0,0,88,12,0,24.7,0,28.8,25.4,18.2,2
0,3,91,6,0,0,3,53,44,0,21.6,0,27.3,24,16.8,2
0,3,94,3,0,0,3,91,6,0,25.5,0,28.4,26.3,18,2
0,6,85,9,0,0,41,0,59,0,26.3,24.1,0,26.5,17.4,2
0,17.8,58,25,0,12.5,72,0,15.5,0,20.7,18.3,0,26.8,19,5
0,11.7,76.6,11.7,0,12.7,67.3,0,20,0,21.4,19.7,0,24,17.6,5
0,12,70,18,0,0,61,0,39,0,20.6,18.7,0,28.2,20,5
12,21,35,32,0,0,60,0,40,0,22.3,20.2,0,24,20,5
3,18,53,26,0,0,38,3,59,0,21.8,19.5,0,25.7,18.1,5
0,15,67,18,0,7,53,0,40,0,21.3,18.4,0,26.3,17.8,5
0,0,77,23,0,3,79,0,18,0,22.2,21.1,0,26.5,17.1,5
0,3,82,15,0,18,73,0,9,0,0,22.4,0,26.4,16.8,5
6,9,53,32,0,11,50,0,39,0,22.1,19.7,0,28,20,5
0,3,91,6,0,0,9,12,79,0,22.2,0,23.7,24.8,16.8,15
3,6,76,15,0,0,21,9,70,0,23.3,21.7,0,27.2,20,15
0,3,88,9,0,0,29,6,65,0,21.1,20.8,0,25.8,17.9,15
0,3,82,15,0,0,3,3,94,0,22.9,21.3,0,28.9,18.2,15
0,3,91,6,0,0,24,6,70,0,22.6,21.7,0,29.6,20.6,15
0,3,88,9,0,0,12,9,79,0,22,21.5,0,28.9,23,15
0,3,88,9,0,0,15,6,79,0,23.5,22.5,0,27.2,16.9,15
0,3,88,6,0,0,32,9,59,0,23.2,21.2,0,29.5,17,15
0,6,74,20,0,0,21,0,79,0,24,21.8,0,28.8,15.9,15
3,3,85,9,0,9,72,0,19,0,23.6,20.6,0,27,16.3,18
3,15,53,29,0,6,68,0,26,0,23.4,21.7,0,29,22,18
0,3,71,26,0,3,76,0,21,0,21.3,20.6,0,29.8,18.7,18
6,6,59,29,0,21,61,3,15,0,0,19.8,0,23,18.9,5
0,7,68,25,0,13,79.6,0,7.4,0,27,23.6,0,24,18,13
0,9,73,18,0,18,50,7,25,0,23.1,19.7,0,28,23,13
0,6,70,24,0,0,74,0,26,0,24.5,23.4,0,28,20,13
0,12,70,18,0,29,55,4,12,0,26.3,22.6,0,28,20,13
0,9,70,21,0,18,73,0,9,0,0,25,0,18.7,17.2,13
3,3,82,12,0,25,59,0,16,0,0,23.3,0,23.9,19.7,13
3,6,74,18,0,24,54,3,19,0,0,22.1,0,27.5,21.4,13
0,3,79,18,0,18,76,0,6,0,0,25.7,0,27,21.6,13
6,12,64,18,0,7,82,0,11,0,24.2,22.6,0,21.1,15,13
3,15,68,15,0,9,79,6,6,0,0,22.8,0,25,18,13
3.6,7.1,82.1,7.1,0,0,12.5,25.4,62.1,0,21.6,0,27,27,25,2
0,4,93,4,0,12.6,59.4,0,28,0,29.5,19.4,0,25.2,20,2
3.5,7.1,60.9,28.5,0,6.9,74,0,19.1,0,20.2,18.1,0,18,14.7,5
0,8.8,79.5,11.7,0,11,72.7,0,16.3,0,22.5,18.1,0,24.2,18.7,5
6.6,10.1,66.7,16.6,0,7.3,76.1,0,16.6,0,20.8,18.8,0,28.2,18,5
0,9,62,29,6,20,64,0,10,0,0,22.9,0,28,18,5
